lang,story name,story path,lines number,chunks number
אנגלית,נתתי לך ללכת,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\נתתי לך ללכת.txt,459,3
אנגלית,סהרורים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\סהרורים.txt,407,3
אנגלית,סוד הקסם היפני,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\סוד הקסם היפני.txt,631,6
אנגלית,סודות אל. איי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\סודות אל. איי.txt,1243,6
אנגלית,עכביש בצנצנת,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\עכביש בצנצנת.txt,539,4
אנגלית,עיר הברקת,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\עיר הברקת.txt,807,5
אנגלית,עולם חדש מופלא,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\עולם חדש מופלא.txt,589,5
אנגלית,עולם ומלואו - סיפורם של כדור הארץ ובני האדם מהמפץ הגדול ועד ימינו,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\עולם ומלואו - סיפורם של כדור הארץ ובני האדם מהמפץ הגדול ועד ימינו.txt,291,3
אנגלית,עד אין קץ,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\עד אין קץ.txt,409,3
אנגלית,עַרַבּי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\עַרַבּי.txt,307,2
אנגלית,ספר היצורים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\ספר היצורים.txt,459,7
אנגלית,מרגלי הבלקן,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\מרגלי הבלקן.txt,703,5
אנגלית,ספר האשליות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\ספר האשליות.txt,793,7
אנגלית,ספינת העבדים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\ספינת העבדים.txt,212,5
אנגלית,סיפורי ניק אדמס,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\סיפורי ניק אדמס.txt,145,1
אנגלית,סיימון מוצא את דרכו,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\סיימון מוצא את דרכו.txt,399,2
אנגלית,סטיאגרהה בדרום אפריקה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\סטיאגרהה בדרום אפריקה.txt,335,3
אנגלית,סוכן זיגזג,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\סוכן זיגזג.txt,329,3
אנגלית,סוכן במלכוד,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\סוכן במלכוד.txt,233,2
אנגלית,סוויטות לצ'לו,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\סוויטות לצ'לו.txt,199,3
אנגלית,ספר האש,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\ספר האש.txt,545,4
אנגלית,חשופה לעיניך,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\חשופה לעיניך.txt,801,5
אנגלית,מועדון המתאבדים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\מועדון המתאבדים.txt,729,5
אנגלית,חצוצרה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\חצוצרה.txt,1663,7
אנגלית,בעל ואשה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\בעל ואשה.txt,333,3
אנגלית,בית הממתקים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\בית הממתקים.txt,367,3
אנגלית,בינת השכווי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\בינת השכווי.txt,923,6
אנגלית,ביוגרפיה של שמלה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\ביוגרפיה של שמלה.txt,135,3
אנגלית,בגידה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\בגידה.txt,313,2
אנגלית,בבקשה תשגיחי על אמא,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\בבקשה תשגיחי על אמא.txt,361,3
אנגלית,באושר ובאושר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\באושר ובאושר.txt,233,3
אנגלית,בִּילִי שוב מת,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\בִּילִי שוב מת.txt,401,3
אנגלית,אש - שבע הממלכות 2,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אש - שבע הממלכות 2.txt,671,4
אנגלית,ארץ הצללים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\ארץ הצללים.txt,579,4
אנגלית,ארמון הירח,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\ארמון הירח.txt,867,8
אנגלית,ארי ודנטה מגלים את סודות היקום,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\ארי ודנטה מגלים את סודות היקום.txt,521,2
אנגלית,ארוחה עם מל”ט – רשמים מעיר תחת אש,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\ארוחה עם מל”ט – רשמים מעיר תחת אש.txt,633,4
אנגלית,אקספרס הדיבור הישיר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אקספרס הדיבור הישיר.txt,109,2
אנגלית,אסמה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אסמה.txt,241,2
אנגלית,בעל זבוב,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\בעל זבוב.txt,1271,6
אנגלית,אסכולה ישנה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אסכולה ישנה.txt,1021,7
אנגלית,בעקבות שרלמאן,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\בעקבות שרלמאן.txt,359,2
אנגלית,ברבור פרא,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\ברבור פרא.txt,187,2
אנגלית,דיאטת השלום העולמי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\דיאטת השלום העולמי.txt,525,6
אנגלית,דחיינות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\דחיינות.txt,595,5
אנגלית,דוֹן ארנב – דייג מאין כמוהו,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\דוֹן ארנב – דייג מאין כמוהו.txt,115,2
אנגלית,דברי מתיקה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\דברי מתיקה.txt,621,5
אנגלית,"ג’ון-פול פיניגן, ריאליסט בזוי","C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\ג’ון-פול פיניגן, ריאליסט בזוי.txt",557,5
אנגלית,גשם שחור,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\גשם שחור.txt,313,2
אנגלית,גן העדן,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\גן העדן.txt,343,2
אנגלית,גן העדן של הרווקים והטרטרוס של העלמות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\גן העדן של הרווקים והטרטרוס של העלמות.txt,961,8
אנגלית,גם כן טְרֶפְּסיכוֹרֵה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\גם כן טְרֶפְּסיכוֹרֵה.txt,987,5
אנגלית,גם כן טְרֶפְּסיכוֹרֵה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\גם כן טְרֶפְּסיכוֹרֵה.txt,987,5
אנגלית,גלגול בפארק אווניו,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\גלגול בפארק אווניו.txt,1037,6
אנגלית,גטסבי הגדול,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\גטסבי הגדול.txt,79,1
אנגלית,בתולת ים בצנצנת,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\בתולת ים בצנצנת.txt,41,1
אנגלית,בשערי ממלכת החיות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\בשערי ממלכת החיות.txt,329,3
אנגלית,בשם אנגליה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\בשם אנגליה.txt,297,3
אנגלית,בקתת פילומלה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\בקתת פילומלה.txt,1443,7
אנגלית,אסטרטגיית האוקיינוס הכחול,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אסטרטגיית האוקיינוס הכחול.txt,365,4
אנגלית,אנרכיסט,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אנרכיסט.txt,1291,7
אנגלית,"אני, נלסון מנדלה","C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אני, נלסון מנדלה.txt",79,1
אנגלית,אילון מאסק,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אילון מאסק.txt,693,6
אנגלית,איך לדבר עם אמא שלך רשימות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\איך לדבר עם אמא שלך רשימות.txt,577,3
אנגלית,איך - זה הכול,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\איך - זה הכול.txt,981,10
אנגלית,איינשטיין חייו והיקום שלו,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\איינשטיין חייו והיקום שלו.txt,247,3
אנגלית,איגוד השוטרים היִידים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\איגוד השוטרים היִידים.txt,339,3
אנגלית,אחת עשרה אליפויות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אחת עשרה אליפויות.txt,17,4
אנגלית,אושר אפשרי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אושר אפשרי.txt,61,1
אנגלית,אור וחלל,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אור וחלל.txt,533,5
אנגלית,אוטוביוגרפיה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אוטוביוגרפיה.txt,185,2
אנגלית,אדום תופס את העין,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אדום תופס את העין.txt,925,5
אנגלית,59 מקומות להזדיין באריזונה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\59 מקומות להזדיין באריזונה.txt,643,4
אנגלית,52 פיתויים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\52 פיתויים.txt,373,3
אנגלית,1984,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\1984.txt,817,7
אנגלית,15 שעות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\15 שעות.txt,307,2
אנגלית,13 13 13,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\13 13 13.txt,243,2
אנגלית,חרפה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\חרפה.txt,1319,6
אנגלית,אינטליגנציה אקולוגית,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אינטליגנציה אקולוגית.txt,239,3
אנגלית,אינטליגנציה חיובית,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אינטליגנציה חיובית.txt,377,4
אנגלית,איש איטי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\איש איטי.txt,605,4
אנגלית,"אני, הנרי השמיני","C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אני, הנרי השמיני.txt",1055,6
אנגלית,אני עומדת כאן ומגהצת,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אני עומדת כאן ומגהצת.txt,457,3
אנגלית,אני לא זוכרת כלום,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אני לא זוכרת כלום.txt,641,4
אנגלית,אמסטרדם,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אמסטרדם.txt,937,7
אנגלית,אמנות ההקשבה לפעימות הלב,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אמנות ההקשבה לפעימות הלב.txt,285,2
אנגלית,אמא של אלף שמונים וארבע,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אמא של אלף שמונים וארבע.txt,207,1
אנגלית,אלף שמשות זוהרות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אלף שמשות זוהרות.txt,663,5
אנגלית,"דין וחשבון על דעיכתה של האלקה הגדולה, לדברי מי שחזה בה","C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\דין וחשבון על דעיכתה של האלקה הגדולה, לדברי מי שחזה בה.txt",185,2
אנגלית,אלילית,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אלילית.txt,715,5
אנגלית,אלוהים מה זה צריך להביע,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אלוהים מה זה צריך להביע.txt,423,2
אנגלית,אלוהים יודע,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אלוהים יודע.txt,963,7
אנגלית,אלוהים וסקס,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אלוהים וסקס.txt,161,2
אנגלית,אלו הם מים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אלו הם מים.txt,33,1
אנגלית,אל תיגע בזמיר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אל תיגע בזמיר.txt,963,6
אנגלית,איש הברק,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\איש הברק.txt,735,7
אנגלית,איש בחושך,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\איש בחושך.txt,915,6
אנגלית,אלוף סוס-העץ,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אלוף סוס-העץ.txt,1111,5
אנגלית,דירות א’,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\דירות א’.txt,845,4
אנגלית,"אין חדש, או מה הרג את הכלב","C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\אין חדש, או מה הרג את הכלב.txt",551,3
אנגלית,ה-JPEG,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\ה-JPEG.txt,613,3
אנגלית,השם הטוב,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\השם הטוב.txt,869,7
אנגלית,הרציחות ברחוב מורג,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\הרציחות ברחוב מורג.txt,1563,11
אנגלית,הריצה של בינגו,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\הריצה של בינגו.txt,237,2
אנגלית,הקרקס הנסתר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\הקרקס הנסתר.txt,1151,6
אנגלית,הצעה צנועה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\הצעה צנועה.txt,241,3
אנגלית,הפרשה המסתורית בסטיילס,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\הפרשה המסתורית בסטיילס.txt,723,4
אנגלית,הפילוסופים הגדולים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\הפילוסופים הגדולים.txt,341,3
אנגלית,העלה האחרון,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\העלה האחרון.txt,377,3
אנגלית,העכברה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\העכברה.txt,443,3
אנגלית,העולם עד אתמול,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\העולם עד אתמול.txt,967,12
אנגלית,העולם בשנת 2050,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\העולם בשנת 2050.txt,373,4
אנגלית,הסיפור המופלא של הלן קלר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\הסיפור המופלא של הלן קלר.txt,399,3
אנגלית,הסימן על הקיר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\הסימן על הקיר.txt,285,3
אנגלית,הנערה מבוסטון,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\הנערה מבוסטון.txt,267,2
אנגלית,המשפחה הראשונה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\המשפחה הראשונה.txt,1183,11
אנגלית,התמונות הנבואיות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\התמונות הנבואיות.txt,601,5
אנגלית,המציאות הנסתרת,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\המציאות הנסתרת.txt,315,4
אנגלית,התרחשות בגשר נחל הינשוף,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\התרחשות בגשר נחל הינשוף.txt,481,4
אנגלית,וולפי ואופי השטרודלים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\וולפי ואופי השטרודלים.txt,1033,7
אנגלית,חירות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\חירות.txt,973,9
אנגלית,חיים כפולים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\חיים כפולים.txt,433,3
אנגלית,חזק אותי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\חזק אותי.txt,481,3
אנגלית,חוקי מוסקבה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\חוקי מוסקבה.txt,419,3
אנגלית,חוצה את הקו,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\חוצה את הקו.txt,229,3
אנגלית,חומר גנטי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\חומר גנטי.txt,457,3
אנגלית,חוות החיות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\חוות החיות.txt,761,6
אנגלית,חוב קטלני,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\חוב קטלני.txt,683,4
אנגלית,חברות ששינו את העולם,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\חברות ששינו את העולם.txt,221,3
אנגלית,זרה בין המילים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\זרה בין המילים.txt,615,7
אנגלית,זיכרונותיו של חבר דמיוני,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\זיכרונותיו של חבר דמיוני.txt,575,4
אנגלית,זוגינומיקס,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\זוגינומיקס.txt,243,3
אנגלית,זוג גרבוני משי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\זוג גרבוני משי.txt,223,2
אנגלית,זה הסוף שלך,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\זה הסוף שלך.txt,335,2
אנגלית,"ז'ורז' פרק , חיים במילים","C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\ז'ורז' פרק , חיים במילים.txt",181,3
אנגלית,התריסר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\התריסר.txt,715,3
אנגלית,המצב האנושי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\המצב האנושי.txt,463,7
אנגלית,הפרה שבחדר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\הפרה שבחדר.txt,305,3
אנגלית,המערבולת,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\המערבולת.txt,307,2
אנגלית,ההמצאה של מורל,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\ההמצאה של מורל.txt,677,5
אנגלית,ההיפופוטם הצוחק,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\ההיפופוטם הצוחק.txt,375,5
אנגלית,ההורסים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\ההורסים.txt,1063,5
אנגלית,הדבר האמיתי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\הדבר האמיתי.txt,1139,10
אנגלית,הדבר האחרון שאנחנו צריכים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\הדבר האחרון שאנחנו צריכים.txt,663,4
אנגלית,הגמד של מנדל,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\הגמד של מנדל.txt,1081,7
